OID,IDTRSD,TreeSpecie,TreeDia,TreeDist
15842,10S3516N,BLACK PINE,14,25
15843,10S3516NW,FIR,10,250
15844,10S3517N,FIR,30,280
15845,10S3517NW,BLACK PINE,6,31
15846,10S3518N,FIR,12,98
15847,10S3518W,BLACK PINE,12,36
15848,10S3519NW,WESTERN LARCH,8,11
15849,10S3519W,FIR,8,10
15850,10S3530NW,SPRUCE,8,45
15851,10S3530W,PINE,4,22
15852,10S3531NW,PINE,24,118
15853,10S3531SW,PINE,30,72
15854,10S3531W,FIR,10,37
15855,06N3912NW,FIR,30,138
15856,06N3912N,FIR,8,55
15857,06N3912W,FIR,9,25
15858,06N3913NW,FIR,36,92
15859,06N3913N,FIR,20,47
15860,06N3902W,FIR,12,508
15861,06N3911NW,FIR,18,316
15862,06N3911N,FIR,24,153
15863,06N3911W,FIR,36,127
15864,06N3914NW,LODGEPOLE PINE,12,12
15865,06N3914N,LODGEPOLE PINE,10,293
15866,06N3910W,FIR,4,45
15867,06N3915NW,WILLOW,3,39
15868,06N3915N,FIR,7,29
15869,06N3904W,FIR,8,294
15870,06N3909NW,FIR,10,166
15871,06N3909N,FIR,16,168
15872,06N3909W,FIR,30,117
15873,06N3916NW,FIR,12,94
15874,06N3916N,LARCH,8,43
15875,06N3905W,FIR,8,25
15876,06N3908NW,FIR,10,4
15877,06N3908N,LODGEPOLE PINE,10,10
15878,06N3908W,FIR,28,53
15879,06N3917NW,FIR,12,42
15880,06N3907N,FIR,8,23
15881,06N3917N,FIR,24,133
15882,06N3918N,FIR,14,75
15883,06N3906W,FIR,14,221
15884,06N3907NW,FIR,14,431
15885,06N3907W,YELLOW PINE,18,305
15886,01S3605NW,FIR,16,48
15887,01S3607NW,PINE,20,92
15888,01S3608NW,PINE,10,83
15889,01S3610NW,FIR,6,80
15890,01S3612NE,PINE,12,15
15891,01N3513NW,FIR,10,98
15892,01N3525NW,FIR,12,51
15893,01N3527NW,PINE,18,58
15894,01N3528NW,FIR,20,21
15895,01N3533NW,PINE,10,11
15896,01N3534NW,PINE,10,37
15897,01N3535NW,FIR,22,32
15898,01N3536NW,BLACK PINE,6,58
15899,01N3605NW,PINE,30,35
15900,01N3609NW,FIR,6,60
15901,01N3615NW,FIR,24,52
15902,01N3616NW,FIR,6,60
15903,01S3612NW,WESTERN LARCH,6,27
15904,01S3615NW,FIR,6,152
15905,01S3616NW,PINE,15,66
15906,01S3617NW,PINE,6,175
15907,01S3618NW,PINE,10,17
15908,01N3631NW,FIR,10,46
15909,01N3631SW,PINE,12,32
15910,01N3632NW,FIR,10,100
15911,01N3635NW,PINE,28,206
15912,01N3636NW,FIR,24,13
15913,01N3701NW,PINE,26,98
15914,01N3702NW,FIR,16,92
15915,01N3704NW,FIR,12,48
15916,01N3705NW,FIR,12,48
15917,01N3706NW,FIR,20,47
15918,01N3707NW,FIR,30,57
15919,01N3708NW,FIR,12,41
15920,01N3709NW,FIR,30,35
15921,01N3717NW,FIR,3,30
15922,01N3719NW,PINE,16,62
15923,01N3720NW,PINE,36,260
15924,01N3721NW,ALDER,4,12
15925,01N3722NW,FIR,10,24
15926,01N3723NW,FIR,8,30
15927,01N3724NW,FIR,20,8
15928,01N3725NW,FIR,5,11
15929,01N3726NW,FIR,6,230
15930,01N3727NW,PINE,5,15
15931,01N3729NW,FIR,6,40
15932,01N3731SW,HEMLOCK,10,26
15933,01N3732NW,FIR,20,---
15934,01N3732SW,FIR,7,72
15935,01N3733SW,WESTERN LARCH,14,26
15936,01N3734NW,ALDER,3,14
15937,01N3734SW,FIR,18,10
15938,01N3735SW,WESTERN LARCH,6,13
15939,02S3503NW,FIR,16,14
15940,03N3722NW,FIR,44,166
15941,03N3724NW,FIR,6,55
15942,01N3620NW,FIR,4,22
15943,01N3622NW,FIR,28,87
15944,01N3736SW,FIR,24,51
15945,01N3805NW,FIR,15,40
15946,01N3806NW,FIR,10,32
15947,01N3808NW,FIR,5,17
15948,01N3809NW,FIR,14,23
15949,01N3810NW,PINE,8,66
15950,01N3811NW,RED FIR,9,38
15951,01N3815NW,FIR,20,78
15952,01N3816NW,PINE,13,139
15953,01N3817NW,FIR,12,175
15954,01N3818NW,FIR,7,27
15955,01N3819NW,WESTERN LARCH,8,22
15956,01N3820NW,FIR,4,42
15957,01N3821NW,FIR,14,48
15958,01N3822NW,PINE,10,150
15959,01N3827NW,PINE,9,35
15960,01N3828NW,WESTERN LARCH,14,25
15961,01N3829NW,PINE,22,217
15962,01N3830NW,WESTERN LARCH,12,4
15963,01N3832NW,FIR,24,55
15964,01N3833NW,FIR,11,29
15965,01S3501NW,PINE,12,36
15966,01S3503NW,HEMLOCK,8,68
15967,01S3504NW,RED FIR,10,46
15968,01S3505NW,RED FIR,24,103
15969,01S3511NW,PINE,22,67
15970,01S3512NE,PINE,20,92
15971,01S3512NW,PINE,22,41
15972,01S3513NE,PINE,22,41
15973,01S3513NW,WESTERN LARCH,26,18
15974,01S3514NW,WESTERN LARCH,32,24
15975,01S3515NW,PINE,8,28
15976,01S3516NW,FIR,24,130
15977,01S3517NW,PINE,36,31
15978,01S3520NW,PINE,4,46
15979,01S3521NW,PINE,20,34
15980,01S3522NW,FIR,15,17
15981,01S3523NW,FIR,10,26
15982,01S3524NW,PINE,3,23
15983,01S3525NE,WESTERN LARCH,14,25
15984,01S3525NW,PINE,12,22
15985,01S3526NW,FIR,10,35
15986,01S3732NW,PINE,4,12
15987,01S3733NW,PINE,8,67
15988,01S3806NW,SPRUCE,16,78
15989,01S3807NW,HEMLOCK,16,22
15990,01S3808NW,PINE,36,40
15991,01S3818NW,WHITE FIR,5,16
15992,01S3527NW,WESTERN LARCH,5,41
15993,01S3534NW,PINE,3,23
15994,01S3535NW,FIR,12,42
15995,01S3535SW,SPRUCE,8,23
15996,01S3536NE,WESTERN LARCH,14,28
15997,01S3536NW,FIR,8,36
15998,01S3536SW,PINE,13,12
15999,01S3536W,PINE,8,200
16000,01S3620NW,FIR,12,31
16001,01S3621NW,FIR,6,8
16002,01S3622NW,FIR,30,120
16003,01S3624NE,PINE,10,56
16004,01S3624NW,FIR,12,130
16005,01S3625NE,PINE,32,60
16006,01S3627NW,WESTERN LARCH,9,26
16007,01S3628NW,FIR,14,27
16008,01S3629NW,PINE,20,43
16009,01S3630NW,WESTERN LARCH,14,25
16010,01S3631NW,WESTERN LARCH,14,28
16011,01S3632NW,WESTERN LARCH,24,41
16012,01S3633NW,PINE,7,26
16013,01S3634NW,PINE,24,118
16014,01S3635NW,FIR,9,57
16015,01S3636NE,PINE,20,46
16016,01S3701NW,PINE,20,8
16017,01S3702NW,PINE,8,27
16018,01S3703NW,PINE,7,45
16019,01S3704NW,FIR,12,44
16020,01S3705NW,PINE,7,31
16021,01S3707NW,PINE,12,15
16022,01S3708NW,FIR,18,13
16023,01S3711NW,FIR,9,59
16024,01S3712NW,FIR,18,74
16025,01S3714NW,FIR,15,37
16026,01S3715NW,FIR,12,252
16027,01S3716NW,FIR,4,19
16028,01S3719NW,PINE,18,80
16029,01S3720NW,PINE,36,29
16030,01S3721NW,PINE,30,42
16031,01S3722NW,FIR,18,14
16032,01S3723NW,FIR,18,66
16033,01S3727NW,WESTERN LARCH,20,22
16034,01S3728NW,PINE,5,19
16035,01S3729NW,FIR,9,8
16036,01S3730NW,PINE,32,60
16037,01S3731NW,PINE,20,46
16038,02N3609NW,WESTERN LARCH,24,22
16039,02N3612NW,FIR,16,15
16040,02N3613NW,WESTERN LARCH,28,99
16041,02N3615NW,FIR,12,299
16042,02N3620NW,PINE,5,7
16043,02N3623NW,FIR,8,50
16044,02N3624NW,FIR,20,3
16045,02N3625NW,FIR,8,60
16046,02N3626NW,WILLOW,5,11
16047,02N3636NW,WESTERN LARCH,6,17
16048,02N3702NW,FIR,12,19
16049,02N3705NW,FIR,12,197
16050,02N3708NW,FIR,16,60
16051,02N3710NW,PINE,18,143
16052,02N3712NW,WESTERN LARCH,36,42
16053,02N3713NW,PINE,36,217
16054,02N3714NW,PINE,12,16
16055,02N3715NW,PINE,33,62
16056,02N3716NW,WESTERN LARCH,28,83
16057,02N3717NW,FIR,10,80
16058,02N3720NW,FIR,18,43
16059,02N3721NW,FIR,16,38
16060,02N3722NW,FIR,20,7
16061,02N3723NW,FIR,12,55
16062,02N3725NW,WESTERN LARCH,24,27
16063,02N3726NW,WESTERN LARCH,40,23
16064,02N3727NW,FIR,30,31
16065,02N3728NW,FIR,12,12
16066,02N3729NW,FIR,30,89
16067,02N3730NW,FIR,10,69
16068,02N3732NW,SPRUCE,24,8
16069,02N3734NW,FIR,20,84
16070,02N3736NW,FIR,10,55
16071,02N3801NW,FIR,16,10
16072,02N3802NW,FIR,10,38
16073,02N3803NW,FIR,40,87
16074,02N3804NW,FIR,10,30
16075,02N3805NW,WESTERN LARCH,26,7
16076,02N3808NW,FIR,24,208
16077,02N3809NW,FIR,20,103
16078,02N3813NW,FIR,10,8
16079,02N3814NW,FIR,8,27
16080,02N3815NW,WESTERN LARCH,24,78
16081,02N3816NW,FIR,12,10
16082,02N3817NW,FIR,8,48
16083,02N3820NW,FIR,18,169
16084,02N3821NW,FIR,10,25
16085,02N3822NW,PINE,30,225
16086,02N3823NW,WESTERN LARCH,20,14
16087,02N3824NE,B--RBERY,5,23
16088,02N3824NW,FIR,24,27
16089,02N3825NE,WESTERN LARCH,10,31
16090,02N3825NW,PINE,8,74
16091,02N3826NW,FIR,10,21
16092,02N3827NW,FIR,24,12
16093,02N3828NW,FIR,30,34
16094,02N3829NW,FIR,12,227
16095,02N3831NW,FIR,30,110
16096,03N3702NW,FIR,22,30
16097,02N3832NW,FIR,12,25
16098,02N3833SW,FIR,12,10
16099,02N3834NW,FIR,10,11
16100,02N3834SW,FIR,6,26
16101,02N3835NW,FIR,10,55
16102,02N3835SW,PINE,26,19
16103,02N3836NE,SPRUCE,9,27
16104,02N3836NW,FIR,18,9
16105,02N3836SE,PINE,20,53
16106,02N3836SW,FIR,14,44
16107,02S3425NW,FIR,18,117
16108,02S3436SW,PINE,24,39
16109,02S3501NW,PINE,13,12
16110,02S3502NW,PINE,11,19
16111,03N3725NW,FIR,7,26
16112,03N3727NW,FIR,14,8
16113,03N3728NW,FIR,16,28
16114,03N3729NW,WESTERN LARCH,24,94
16115,02S3510NW,PINE,32,47
16116,02S3512NW,PINE,10,40
16117,02S3518NW,FIR,10,32
16118,02S3519NW,WESTERN LARCH,7,16
16119,02S3520NW,FIR,10,36
16120,02S3521NW,PINE,22,53
16121,02S3528NW,PINE,14,38
16122,02S3529NW,PINE,20,116
16123,02S3531NW,FIR,20,38
16124,02S3532NW,FIR,15,73
16125,02S3532SW,FIR,10,70
16126,02S3533NW,PINE,12,36
16127,02S3533SW,WESTERN LARCH,14,38
16128,02S3601NW,WESTERN LARCH,15,83
16129,02S3604NW,PINE,18,13
16130,02S3605NW,PINE,12,33
16131,02S3606NW,PINE,8,35
16132,02S3607NW,FIR,20,15
16133,02S3618NW,PINE,6,40
16134,02S3619NW,PINE,8,60
16135,02S3704NW,PINE,36,63
16136,02S3705NW,PINE,44,27
16137,03N3613NW,ROCKY MTN MAPLE,6,30
16138,03N3614NW,FIR,8,27
16139,03N3616NW,WESTERN LARCH,4,33
16140,03N3620NW,PINE,16,127
16141,03N3626NW,FIR,8,14
16142,03N3627NW,FIR,18,99
16143,03N3629NW,PINE,30,90
16144,03N3632SW,PINE,18,30
16145,03N3634SW,FIR,10,38
16146,03N3635SW,PINE,4,21
16147,03N3636NW,FIR,10,100
16148,03N3636SE,FIR,16,40
16149,03N3703NW,FIR,18,43
16150,03N3705NW,FIR,20,40
16151,03N3710NW,FIR,18,185
16152,03N3712NE,FIR,14,160
16153,03N3712NW,FIR,11,15
16154,03N3736NW,FIR,9,52
16155,03N3806NW,FIR,30,93
16156,03N3808NW,FIR,5,25
16157,03N3809NW,FIR,14,69
16158,03N3811NW,FIR,14,30
16159,03N3813NW,PINE,12,5
16160,03N3814NW,FIR,5,7
16161,03N3820NW,FIR,24,24
16162,03N3821NW,FIR,20,78
16163,03N3823NW,WILLOW,3,23
16164,03N3919NW,SPRUCE,10,35
16165,03N3920NW,SPRUCE,12,26
16166,03N3921NW,PINE,12,200
16167,03N3922NW,PINE,10,9
16168,03N3923NW,WESTERN LARCH,6,15
16169,03N3924NW,PINE,36,75
16170,03N3925NW,PINE,8,92
16171,03N3926NW,PINE,6,61
16172,03N3927NW,PINE,8,65
16173,03N3928NW,SPRUCE,20,41
16174,03N3929NW,SPRUCE,12,120
16175,03N3930NW,SPRUCE,12,30
16176,03N3931NW,FIR,15,47
16177,03N3931SW,FIR,9,36
16178,03N3902NW,WESTERN LARCH,12,56
16179,03N3903NW,WESTERN LARCH,20,37
16180,03N3904NW,FIR,20,54
16181,03N3905NW,PINE,30,120
16182,03N3906NW,PINE,30,85
16183,03N3907NW,FIR,8,80
16184,03N3908NW,SPRUCE,8,34
16185,03N3909NW,FIR,6,10
16186,03N3910NW,SPRUCE,10,79
16187,03N3911NW,FIR,8,24
16188,03N3912NW,WESTERN LARCH,12,14
16189,03N3824NW,FIR,6,24
16190,03N3826NW,WESTERN LARCH,5,17
16191,03N3827NW,PINE,12,3
16192,03N3828NW,PINE,16,62
16193,03N3833NW,WESTERN LARCH,5,10
16194,03N3834NW,FIR,5,92
16195,03N3835NW,SPRUCE,8,40
16196,03N3836NW,SPRUCE,14,199
16197,03N3901NW,PINE,18,69
16198,03N3913NW,FIR,20,30
16199,03N3914NW,SPRUCE,10,27
16200,03N3915NW,SPRUCE,8,33
16201,03N3916NW,SPRUCE,12,12
16202,03N3917NW,SPRUCE,20,56
16203,03N3918NW,FIR,18,138
16204,03N3932NW,PINE,24,50
16205,03N3932SW,PINE,26,58
16206,03N3933NW,FIR,6,9
16207,03N3933SW,ROCKY MTN MAPLE,7,24
16208,03N3934NW,FIR,20,22
16209,03N3934SW,PINE,44,42
16210,03N3935NW,PINE,11,18
16211,03N3935SW,FIR,9,20
16212,03N3936NW,PINE,40,106
16213,03N4001NE,FIR,27,159
16214,03N4002NW,PINE,30,34
16215,03N4003NW,FIR,10,41
16216,03N4004NW,SPRUCE,27,32
16217,03N4005NW,SPRUCE,6,22
16218,03N4006NW,WESTERN LARCH,8,33
16219,03N4007NW,FIR,6,15
16220,03N4008NW,WESTERN LARCH,12,12
16221,03N4009NW,FIR,20,56
16222,03N4010NW,FIR,8,19
16223,03N4012NW,FIR,36,213
16224,03N4013NW,FIR,8,18
16225,03N4014NW,FIR,8,19
16226,03N4015NW,PINE,20,53
16227,03N4016NW,WESTERN LARCH,8,9
16228,03N4017NW,FIR,10,48
16229,03N4019NW,FIR,4,31
16230,03N4020NW,FIR,12,35
16231,03N4021NW,PINE,30,68
16232,03N4022NW,PINE,8,15
16233,03N4024NW,PINE,10,36
16234,03N4025NW,FIR,12,28
16235,03N4026NW,WESTERN LARCH,12,21
16236,03N4027NW,FIR,5,7
16237,03N4028NW,FIR,10,19
16238,03N4029NW,PINE,18,207
16239,03N4030NW,FIR,12,11
16240,03N4031NW,PINE,30,95
16241,03N4031SW,PINE,14,28
16242,03N4032NW,FIR,12,85
16243,03N4032SW,PINE,4,107
16244,03N4033NW,WESTERN LARCH,27,69
16245,03N4033SW,PINE,20,37
16246,03N4034NW,FIR,8,20
16247,03N4034SW,FIR,8,10
16248,03N4035NW,FIR,10,40
16249,03N4035SW,PINE,5,194
16250,03N4036NW,PINE,20,29
16251,03N4036SW,FIR,7,18
16252,03N4101NW,WESTERN LARCH,30,55
16253,03N4102NW,PINE,48,42
16254,03N4103NW,WESTERN LARCH,20,36
16255,03N4104NW,FIR,20,30
16256,03N4105NW,FIR,20,24
16257,03N4106NW,FIR,27,159
16258,03N4108NW,FIR,24,85
16259,03N4109NW,FIR,12,17
16260,03N4110NW,SPRUCE,12,16
16261,03N4111NW,FIR,30,75
16262,03N4112NW,PINE,12,3
16263,03N4201NE,PINE,30,24
16264,03N4201NW,FIR,20,37
16265,03N4202NW,PINE,12,29
16266,03N4203NW,PINE,30,7
16267,03N4204NW,PINE,20,62
16268,03N4205NW,FIR,20,36
16269,03N4206NW,PINE,36,108
16270,03N4207NW,WESTERN LARCH,20,10
16271,03N4208NW,PINE,30,11
16272,03N4209NW,PINE,10,91
16273,03N4210NW,PINE,12,16
16274,03N4211NW,PINE,10,7
16275,03N4212NW,PINE,20,48
16276,03N4213NW,PINE,30,60
16277,03N4214NW,PINE,10,34
16278,03N4216NW,PINE,10,27
16279,03N4217NW,PINE,12,67
16280,03N4218NW,WESTERN LARCH,8,30
16281,03N4307NW,FIR,20,60
16282,03N4318NW,PINE,18,23
16283,03S3313NW,WESTERN LARCH,26,---
16284,03S3314NW,FIR,20,10
16285,03S3315NW,PINE,11,19
16286,03S3316NW,PINE,22,2
16287,03S3317NW,FIR,10,60
16288,03S3320NW,PINE,15,176
16289,03S3321NW,PINE,10,31
16290,03S3322NW,PINE,12,80
16291,03S3323NW,FIR,30,42
16292,03S3324NE,PINE,24,68
16293,03S3324NW,FIR,10,35
16294,03S3325NE,FIR,32,8
16295,03S3325NW,WESTERN LARCH,18,30
16296,03S3326NW,PINE,5,---
16297,03S33514NW,FIR,4,8
16298,03S33523NW,PINE,10,85
16299,03S3327NW,FIR,4,21
16300,03S3328NW,WESTERN LARCH,5,30
16301,03S3329NW,PINE,4,62
16302,03S3332NW,PINE,15,34
16303,03S3332SW,PINE,7,23
16304,03S3333NW,WESTERN LARCH,18,42
16305,03S3333SW,FIR,8,14
16306,03S3334NW,PINE,4,22
16307,03S3335NW,PINE,7,57
16308,03S3335SW,PINE,8,68
16309,03S3336NE,PINE,9,5
16310,03S3336NW,PINE,15,52
16311,03S3336SW,PINE,7,30
16312,03S33501NW,PINE,10,36
16313,03S33511NW,WESTERN LARCH,20,14
16314,03S33512NE,PINE,36,112
16315,03S33512NW,FIR,8,7
16316,03S33513NE,PINE,10,32
16317,03S33513NW,PINE,6,49
16318,03S3131SW,PINE,12,196
16319,03S3212NE,FIR,10,121
16320,03S3212NW,PINE,6,9
16321,03S3213NE,PINE,8,129
16322,03S3132NW,PINE,18,80
16323,03S3132SW,FIR,18,20
16324,03S3133NW,WESTERN LARCH,3,25
16325,03S3133SW,FIR,10,19
16326,03S3134NW,PINE,13,125
16327,03S3135NW,PINE,6,32
16328,03S3135SW,PINE,5,36
16329,03S3136NE,PINE,7,47
16330,03S3136NW,FIR,12,127
16331,03S3136SW,PINE,11,26
16332,03S3209NW,FIR,16,45
16333,03S3211NW,PINE,15,21
16334,03S3215NW,WESTERN LARCH,18,73
16335,03S3216NW,ALDER,5,39
16336,03S3401NE,FIR,14,71
16337,03S3406NW,WESTERN LARCH,27,11
16338,03S3221NW,WESTERN LARCH,10,39
16339,03S3222NW,FIR,7,82
16340,03S33502NW,WESTERN LARCH,24,6
16341,03S33503NW,PINE,4,19
16342,03S3223NW,FIR,11,24
16343,03S3224NE,PINE,6,45
16344,03S3224NW,FIR,14,31
16345,03S3225NE,PINE,6,24
16346,03S3225NW,PINE,28,193
16347,03S3226NW,PINE,36,145
16348,03S3227NW,WESTERN LARCH,7,18
16349,03S3228NW,PINE,16,6
16350,03S3233NW,PINE,10,31
16351,03S3234NW,FIR,6,9
16352,03S3235NW,PINE,10,20
16353,03S3236NE,PINE,18,241
16354,03S3236NW,PINE,8,71
16355,03S3301NW,FIR,36,11
16356,03S3302NW,FIR,6,59
16357,03S3305NW,FIR,10,175
16358,03S3308NW,PINE,30,21
16359,03S3309NW,PINE,20,144
16360,03S3310NW,FIR,30,28
16361,03S3311NW,FIR,35,52
16362,03S3312NE,FIR,24,29
16363,03S3312NW,PINE,5,15
16364,03S3313NE,PINE,12,36
16365,03S33524NE,PINE,10,206
16366,03S33524NW,PINE,10,83
16367,03S33525NE,PINE,12,200
16368,03S33525NW,PINE,10,18
16369,03S33526NW,WESTERN LARCH,8,25
16370,03S33535NW,PINE,30,27
16371,03S33536NE,FIR,10,8
16372,03S33536NW,PINE,10,85
16373,04N3720NW,PINE,24,183
16374,04N3728NW,WESTERN LARCH,20,25
16375,04N3729NW,PINE,42,52
16376,04N3732NW,FIR,6,40
16377,04N3733NW,FIR,20,52
16378,04N3734NW,FIR,18,30
16379,04N3735NW,FIR,24,34
16380,04N3736NW,SPRUCE,8,23
16381,04N3808NW,PINE,30,102
16382,04N3810NW,PINE,30,38
16383,04N3812NE,ROCKY MTN MAPLE,4,22
16384,04N3812NW,FIR,16,22
16385,04N3813NE,SPRUCE,15,34
16386,04N3813NW,FIR,12,131
16387,04N3816NW,FIR,6,36
16388,04N3817NW,FIR,16,136
16389,04N3821NW,FIR,18,54
16390,04N3824NE,WESTERN LARCH,10,13
16391,04N3824NW,FIR,11,40
16392,04N3825NE,FIR,8,31
16393,04N3825NW,WESTERN LARCH,24,26
16394,04N3826NW,WESTERN LARCH,12,13
16395,04N3827NW,FIR,30,52
16396,04N3828NW,FIR,8,24
16397,04N3829NW,PINE,16,22
16398,04N3830NW,FIR,5,17
16399,04N3831NW,FIR,10,53
16400,04N3832NW,FIR,6,28
16401,04N3832SW,PINE,10,12
16402,04N3833NW,SPRUCE,20,56
16403,04N3833SW,WESTERN LARCH,22,58
16404,04N3834NW,SPRUCE,10,28
16405,04N3834SW,SPRUCE,24,63
16406,04N3835NW,FIR,10,85
16407,04N3836NE,FIR,12,50
16408,04N3836NW,FIR,24,20
16409,04N3836SE,PINE,15,95
16410,04N3901NW,SPRUCE,10,44
16411,04N3902NW,FIR,6,20
16412,04N3903NW,FIR,6,28
16413,04N3904NW,SPRUCE,24,29
16414,04N3905NW,WESTERN LARCH,27,25
16415,04N3908NW,SPRUCE,9,23
16416,04N3909NW,PINE,12,18
16417,04N4030NW,SPRUCE,26,38
16418,04N4031NW,WESTERN LARCH,12,19
16419,04N4032NW,FIR,8,37
16420,04N4033NW,WESTERN LARCH,8,5
16421,04N4113NW,PINE,24,287
16422,04N4111NW,FIR,20,36
16423,04N4116NW,FIR,24,92
16424,04N4114NW,FIR,14,74
16425,04N4115NW,FIR,16,28
16426,04N4318NW,PINE,36,130
16427,04N4319NW,FIR,10,45
16428,04N4109NW,FIR,12,46
16429,04N4110NW,FIR,12,64
16430,04N4330NW,WESTERN LARCH,10,14
16431,04N4331NW,FIR,8,12
16432,04N4034NW,SPRUCE,30,86
16433,04N4035NW,FIR,24,93
16434,04N4036NE,FIR,6,61
16435,04N4036NW,FIR,24,36
16436,04N3910NW,SPRUCE,20,36
16437,04N3911NW,WESTERN LARCH,20,42
16438,04N3912NW,FIR,10,24
16439,04N3913NW,FIR,20,47
16440,04N3914NW,FIR,20,125
16441,04N3915NW,WESTERN LARCH,17,35
16442,04N3916NW,FIR,8,28
16443,04N3917NW,SPRUCE,9,4
16444,04N3920NW,SPRUCE,18,9
16445,04N3921NW,WESTERN LARCH,18,12
16446,04N3922NW,WESTERN LARCH,12,9
16447,04N3923NW,FIR,24,67
16448,04N3924NW,PINE,24,53
16449,04N3925NW,FIR,24,65
16450,04N3926NW,FIR,18,58
16451,04N3927NW,SPRUCE,18,24
16452,04N3928NW,SPRUCE,10,6
16453,04N3929NW,SPRUCE,10,25
16454,04N3932NW,FIR,10,12
16455,04N3933NW,SPRUCE,30,16
16456,04N3934NW,WESTERN LARCH,6,26
16457,04N3935NW,WESTERN LARCH,24,19
16458,04N3936NW,FIR,8,30
16459,04N4001NE,FIR,24,21
16460,04N4002NW,SPRUCE,8,7
16461,04N4003NW,SPRUCE,8,26
16462,04N4004NW,SPRUCE,24,18
16463,04N4005NW,SPRUCE,12,13
16464,04N4006NW,SPRUCE,40,35
16465,04N4007NW,SPRUCE,8,21
16466,04N4008NW,WESTERN LARCH,28,26
16467,04N4009NW,SPRUCE,30,55
16468,04N4010NW,SPRUCE,13,22
16469,04N4011NW,SPRUCE,10,15
16470,04N4012NE,PINE,4,60
16471,04N4012NW,FIR,10,21
16472,04N4013NE,PINE,12,30
16473,04N4013NW,PINE,20,37
16474,04N4014NW,SPRUCE,24,10
16475,04N4015NW,FIR,10,38
16476,04N4016NW,SPRUCE,6,41
16477,04N4017NW,FIR,12,80
16478,04N4018NW,FIR,20,55
16479,04N4019NW,ALDER,5,11
16480,04N4020NW,FIR,8,37
16481,04N4021NW,FIR,12,46
16482,04N4022NW,SPRUCE,10,16
16483,04N4023NW,FIR,12,148
16484,04N4024NE,FIR,12,100
16485,04N4024NW,FIR,20,19
16486,04N4025NE,PINE,18,146
16487,04N4025NW,ALDER,4,18
16488,04N4026NW,WESTERN LARCH,20,46
16489,04N4027NW,SPRUCE,10,23
16490,04N4028NW,FIR,8,21
16491,04N4029NW,WESTERN LARCH,12,40
16492,04N4120NW,PINE,5,15
16493,04N4121NW,FIR,36,47
16494,04N4122NW,FIR,12,19
16495,04N4123NW,SPRUCE,8,20
16496,04N4124NW,FIR,12,55
16497,04N4125NW,WESTERN LARCH,24,8
16498,04N4126NW,PINE,24,27
16499,04N4127NW,WESTERN LARCH,30,18
16500,04N4128NW,PINE,8,59
16501,04N4132NW,FIR,20,191
16502,04N4133NW,WESTERN LARCH,20,39
16503,04N4134NW,FIR,8,38
16504,04N4135NW,WESTERN LARCH,12,84
16505,04N4136NW,PINE,40,141
16506,04N4202NW,PINE,30,17
16507,04N4203NW,PINE,40,72
16508,04N4204NW,PINE,36,64
16509,04N4207NW,WESTERN LARCH,24,43
16510,04N4208NW,WESTERN LARCH,12,42
16511,04N4209NW,PINE,20,33
16512,04N4211NW,PINE,12,61
16513,04N4212NW,PINE,24,190
16514,04N4214NW,PINE,20,45
16515,04N4215NW,WESTERN LARCH,20,112
16516,04N4216NW,FIR,10,42
16517,04N4217NW,FIR,10,86
16518,04N4218NW,PINE,18,81
16519,04N4219NW,PINE,30,55
16520,04N4220NW,PINE,18,100
16521,04N4221NW,PINE,30,19
16522,04N4222NW,WESTERN LARCH,8,18
16523,04N4223NW,PINE,40,230
16524,04N4224NW,PINE,36,215
16525,04N4226NW,PINE,12,35
16526,04N4227NW,PINE,30,166
16527,04N4228NW,PINE,18,79
16528,04N4229NW,PINE,8,102
16529,04N4230NW,FIR,24,53
16530,04N4231NW,PINE,28,14
16531,04N4232NW,PINE,36,33
16532,04N4233NW,FIR,27,48
16533,04N4234NW,PINE,12,47
16534,04N4235NW,PINE,18,79
16535,04N4236NW,WESTERN LARCH,12,30
16536,04S2812NW,PINE,30,70
16537,04S2813NW,WESTERN LARCH,14,18
16538,04S2814NW,FIR,7,21
16539,04S2823NW,FIR,28,86
16540,04S2824NW,FIR,12,22
16541,04S2825NW,FIR,14,33
16542,04S2826NW,FIR,9,14
16543,04S2835NW,FIR,12,73
16544,04S2835SW,FIR,12,23
16545,04S2836NW,FIR,8,11
16546,04S2836SE,WESTERN LARCH,10,29
16547,04S2836SW,BLACK PINE,8,29
16548,04S2909NW,FIR,15,54
16549,04S2911NW,PINE,24,44
16550,04S2913NE,WESTERN LARCH,18,30
16551,04S2913NW,PINE,30,54
16552,04S2914NW,PINE,8,75
16553,04S2915NW,PINE,24,107
16554,04S2916NW,PINE,8,7
16555,04S2917NW,PINE,6,82
16556,04S2918NW,PINE,20,40
16557,04S2919NW,FIR,8,28
16558,04S2920NW,FIR,18,48
16559,04S2921NW,PINE,12,33
16560,04S2922NW,PINE,20,54
16561,04S2923NW,PINE,16,44
16562,04S2924NE,PINE,14,34
16563,04S2924NW,PINE,12,78
16564,04S2925NE,PINE,20,42
16565,04S2925NW,FIR,6,38
16566,04S2926NW,BLACK PINE,7,48
16567,04S2927NW,BLACK PINE,10,55
16568,04S2928NW,SPRUCE,30,27
16569,04S2929NW,WESTERN LARCH,9,25
16570,04S2930NW,PINE,6,100
16571,04S2931NW,WESTERN LARCH,10,29
16572,04S2932NW,FIR,28,39
